[***********; 2021/11/5 at 13:0] ;************
[***********; 2021/11/5 at 13:30] ;************
Axis 3
-0.000001
-0.000001
-0.000001
-0.000001
-0.000000
0.000000
0.000000
0.000001
0.000002
0.000003
0.000004
0.000004
0.000005
0.000006
0.000007
0.000007
0.000008
0.000008
0.000008
0.000008
0.000007
0.000007
0.000006
0.000006
0.000004
0.000003
0.000002
0.000001
-0.000000
-0.000001
-0.000002
-0.000002
-0.000003
-0.000003
-0.000003
-0.000002
-0.000002
-0.000001
0.000001
0.000002
0.000004
0.000005
0.000006
0.000008
0.000009
0.000009
0.000010
0.000010
0.000010
0.000010
0.000008
0.000007
0.000006
0.000004
0.000003
0.000002
0.000000
-0.000001
-0.000002
-0.000003
-0.000003
-0.000003
-0.000003
-0.000002
-0.000002
-0.000001
0.000000
0.000002
0.000003
0.000004
0.000005
0.000006
0.000007
0.000008
0.000008
0.000009
0.000009
0.000009
0.000008
0.000008
0.000007
0.000006
0.000005
0.000004
0.000002
0.000001
0.000000
-0.000000
-0.000001
-0.000001
-0.000002
-0.000002
-0.000002
-0.000001
-0.000001
-0.000000
0.000001
0.000002
0.000002
0.000004
Mean
Axis 3
0.000003
Std dev
Axis 3
0.000291
[***********; 2021/11/5 at 14:59] ;************
Axis 1;Axis 3;Axis 4
0.000000;-0.000006;0.000000
0.000000;-0.000008;0.000000
0.000000;-0.000008;0.000000
0.000000;-0.000009;0.000000
0.000000;-0.000010;0.000000
0.000000;-0.000010;0.000000
0.000000;-0.000010;0.000000
0.000000;-0.000010;0.000000
0.000000;-0.000009;0.000000
0.000000;-0.000008;0.000000
0.000000;-0.000008;0.000000
0.000000;-0.000007;0.000000
0.000000;-0.000006;0.000000
0.000000;-0.000005;0.000000
0.000000;-0.000004;0.000000
0.000000;-0.000003;0.000000
0.000000;-0.000002;0.000000
0.000000;-0.000001;0.000000
0.000000;-0.000001;0.000000
0.000000;-0.000000;0.000000
0.000000;0.000000;0.000000
0.000000;-0.000000;0.000000
0.000000;-0.000000;0.000000
0.000000;-0.000001;0.000000
0.000000;-0.000001;0.000000
0.000000;-0.000002;0.000000
0.000000;-0.000002;0.000000
0.000000;-0.000003;0.000000
0.000000;-0.000003;0.000000
0.000000;-0.000004;0.000000
0.000000;-0.000004;0.000000
0.000000;-0.000005;0.000000
0.000000;-0.000005;0.000000
0.000000;-0.000006;0.000000
0.000000;-0.000006;0.000000
0.000000;-0.000006;0.000000
0.000000;-0.000006;0.000000
0.000000;-0.000006;0.000000
0.000000;-0.000006;0.000000
0.000000;-0.000006;0.000000
0.000000;-0.000007;0.000000
0.000000;-0.000007;0.000000
0.000000;-0.000007;0.000000
0.000000;-0.000007;0.000000
0.000000;-0.000007;0.000000
0.000000;-0.000007;0.000000
0.000000;-0.000006;0.000000
0.000000;-0.000006;0.000000
0.000000;-0.000006;0.000000
0.000000;-0.000005;0.000000
0.000000;-0.000004;0.000000
0.000000;-0.000003;0.000000
0.000000;-0.000003;0.000000
0.000000;-0.000002;0.000000
0.000000;-0.000001;0.000000
0.000000;-0.000000;0.000000
0.000000;0.000000;0.000000
0.000000;0.000001;0.000000
0.000000;0.000001;0.000000
0.000000;0.000001;0.000000
0.000000;0.000000;0.000000
0.000000;0.000000;0.000000
0.000000;-0.000001;0.000000
0.000000;-0.000002;0.000000
0.000000;-0.000003;0.000000
0.000000;-0.000004;0.000000
0.000000;-0.000005;0.000000
0.000000;-0.000006;0.000000
0.000000;-0.000008;0.000000
0.000000;-0.000008;0.000000
0.000000;-0.000009;0.000000
0.000000;-0.000010;0.000000
0.000000;-0.000011;0.000000
0.000000;-0.000011;0.000000
0.000000;-0.000011;0.000000
0.000000;-0.000010;0.000000
0.000000;-0.000010;0.000000
0.000000;-0.000009;0.000000
0.000000;-0.000008;0.000000
0.000000;-0.000006;0.000000
0.000000;-0.000005;0.000000
0.000000;-0.000004;0.000000
0.000000;-0.000002;0.000000
0.000000;-0.000001;0.000000
0.000000;0.000000;0.000000
0.000000;0.000001;0.000000
0.000000;0.000002;0.000000
0.000000;0.000003;0.000000
0.000000;0.000003;0.000000
0.000000;0.000003;0.000000
0.000000;0.000002;0.000000
0.000000;0.000002;0.000000
0.000000;0.000001;0.000000
0.000000;-0.000001;0.000000
0.000000;-0.000002;0.000000
0.000000;-0.000003;0.000000
0.000000;-0.000005;0.000000
0.000000;-0.000007;0.000000
0.000000;-0.000008;0.000000
0.000000;-0.000010;0.000000
 ;Mean
0.000000;-0.000004;0.000000
 ;Std dev
0.000000;0.000430;0.000000
[***********; 2021/11/5 at 15:38] ;************
Axis 3;Axis 4
-0.000003;0.000000
-0.000003;0.000000
-0.000003;0.000000
-0.000003;0.000000
-0.000003;0.000000
-0.000004;0.000000
-0.000005;0.000000
-0.000006;0.000000
-0.000006;0.000000
-0.000008;0.000000
-0.000009;0.000000
-0.000010;0.000000
-0.000011;0.000000
-0.000011;0.000000
-0.000012;0.000000
-0.000013;0.000000
-0.000013;0.000000
-0.000013;0.000000
-0.000013;0.000000
-0.000012;0.000000
-0.000011;0.000000
-0.000011;0.000000
-0.000010;0.000000
-0.000008;0.000000
-0.000007;0.000000
-0.000006;0.000000
-0.000005;0.000000
-0.000004;0.000000
-0.000003;0.000000
-0.000002;0.000000
-0.000002;0.000000
-0.000001;0.000000
-0.000001;0.000000
-0.000001;0.000000
-0.000001;0.000000
-0.000002;0.000000
-0.000003;0.000000
-0.000004;0.000000
-0.000005;0.000000
-0.000006;0.000000
-0.000007;0.000000
-0.000008;0.000000
-0.000010;0.000000
-0.000011;0.000000
-0.000012;0.000000
-0.000013;0.000000
-0.000013;0.000000
-0.000014;0.000000
-0.000014;0.000000
-0.000014;0.000000
-0.000014;0.000000
-0.000013;0.000000
-0.000012;0.000000
-0.000011;0.000000
-0.000009;0.000000
-0.000008;0.000000
-0.000006;0.000000
-0.000005;0.000000
-0.000003;0.000000
-0.000002;0.000000
-0.000001;0.000000
0.000000;0.000000
0.000000;0.000000
0.000001;0.000000
0.000000;0.000000
-0.000000;0.000000
-0.000001;0.000000
-0.000002;0.000000
-0.000003;0.000000
-0.000005;0.000000
-0.000007;0.000000
-0.000008;0.000000
-0.000010;0.000000
-0.000011;0.000000
-0.000013;0.000000
-0.000014;0.000000
-0.000014;0.000000
-0.000015;0.000000
-0.000015;0.000000
-0.000014;0.000000
-0.000014;0.000000
-0.000013;0.000000
-0.000012;0.000000
-0.000011;0.000000
-0.000009;0.000000
-0.000008;0.000000
-0.000006;0.000000
-0.000005;0.000000
-0.000004;0.000000
-0.000003;0.000000
-0.000002;0.000000
-0.000001;0.000000
-0.000001;0.000000
-0.000001;0.000000
-0.000001;0.000000
-0.000002;0.000000
-0.000002;0.000000
-0.000003;0.000000
-0.000004;0.000000
-0.000005;0.000000
Mean
-0.000007;0.000000
Std dev
0.000682;0.000000
[***********; 2021/11/5 at 15:51] ;************
Axis 1;Axis 3
0.000000;-0.000007
0.000000;-0.000006
0.000000;-0.000006
0.000000;-0.000004
0.000000;-0.000002
0.000000;-0.000000
0.000000;0.000002
0.000000;0.000004
0.000000;0.000006
0.000000;0.000009
0.000000;0.000011
0.000000;0.000012
0.000000;0.000014
0.000000;0.000014
0.000000;0.000014
0.000000;0.000014
0.000000;0.000013
0.000000;0.000011
0.000000;0.000009
0.000000;0.000007
0.000000;0.000004
0.000000;0.000001
0.000000;-0.000002
0.000000;-0.000004
0.000000;-0.000007
0.000000;-0.000009
0.000000;-0.000011
0.000000;-0.000012
0.000000;-0.000012
0.000000;-0.000012
0.000000;-0.000011
0.000000;-0.000009
0.000000;-0.000007
0.000000;-0.000004
0.000000;-0.000002
0.000000;0.000001
0.000000;0.000004
0.000000;0.000007
0.000000;0.000010
0.000000;0.000012
0.000000;0.000014
0.000000;0.000015
0.000000;0.000015
0.000000;0.000015
0.000000;0.000014
0.000000;0.000013
0.000000;0.000012
0.000000;0.000009
0.000000;0.000007
0.000000;0.000005
0.000000;0.000002
0.000000;0.000000
0.000000;-0.000002
0.000000;-0.000004
0.000000;-0.000005
0.000000;-0.000006
0.000000;-0.000007
0.000000;-0.000008
0.000000;-0.000008
0.000000;-0.000008
0.000000;-0.000007
0.000000;-0.000006
0.000000;-0.000004
0.000000;-0.000003
0.000000;-0.000001
0.000000;0.000000
0.000000;0.000002
0.000000;0.000004
0.000000;0.000006
0.000000;0.000007
0.000000;0.000008
0.000000;0.000010
0.000000;0.000010
0.000000;0.000011
0.000000;0.000011
0.000000;0.000011
0.000000;0.000010
0.000000;0.000009
0.000000;0.000008
0.000000;0.000006
0.000000;0.000005
0.000000;0.000003
0.000000;0.000001
0.000000;-0.000000
0.000000;-0.000002
0.000000;-0.000003
0.000000;-0.000004
0.000000;-0.000005
0.000000;-0.000005
0.000000;-0.000005
0.000000;-0.000005
0.000000;-0.000005
0.000000;-0.000004
0.000000;-0.000002
0.000000;-0.000001
0.000000;0.000000
0.000000;0.000002
0.000000;0.000003
0.000000;0.000005
0.000000;0.000006
Mean
0.000000;0.000002
Std dev
0.000000;0.000201
[***********; 2021/11/5 at 15:58] ;************
Axis 1;Axis 3
0.000000;-0.000001
0.000000;-0.000000
0.000000;0.000000
0.000000;0.000002
0.000000;0.000002
0.000000;0.000003
0.000000;0.000004
0.000000;0.000005
0.000000;0.000005
0.000000;0.000005
0.000000;0.000005
0.000000;0.000005
0.000000;0.000004
0.000000;0.000003
0.000000;0.000002
0.000000;0.000002
0.000000;0.000000
0.000000;-0.000000
0.000000;-0.000001
0.000000;-0.000002
0.000000;-0.000003
0.000000;-0.000003
0.000000;-0.000003
0.000000;-0.000003
0.000000;-0.000003
0.000000;-0.000002
0.000000;-0.000001
0.000000;-0.000000
0.000000;0.000001
0.000000;0.000002
0.000000;0.000003
0.000000;0.000004
0.000000;0.000005
0.000000;0.000005
0.000000;0.000006
0.000000;0.000006
0.000000;0.000006
0.000000;0.000005
0.000000;0.000005
0.000000;0.000004
0.000000;0.000003
0.000000;0.000002
0.000000;0.000001
0.000000;-0.000000
0.000000;-0.000002
0.000000;-0.000003
0.000000;-0.000004
0.000000;-0.000004
0.000000;-0.000004
0.000000;-0.000005
0.000000;-0.000004
0.000000;-0.000004
0.000000;-0.000003
0.000000;-0.000002
0.000000;-0.000001
0.000000;0.000000
0.000000;0.000001
0.000000;0.000003
0.000000;0.000004
0.000000;0.000005
0.000000;0.000006
0.000000;0.000007
0.000000;0.000007
0.000000;0.000007
0.000000;0.000007
0.000000;0.000007
0.000000;0.000006
0.000000;0.000005
0.000000;0.000004
0.000000;0.000003
0.000000;0.000001
0.000000;-0.000000
0.000000;-0.000002
0.000000;-0.000003
0.000000;-0.000004
0.000000;-0.000005
0.000000;-0.000006
0.000000;-0.000006
0.000000;-0.000006
0.000000;-0.000006
0.000000;-0.000006
0.000000;-0.000005
0.000000;-0.000004
0.000000;-0.000002
0.000000;-0.000001
0.000000;0.000001
0.000000;0.000003
0.000000;0.000004
0.000000;0.000006
0.000000;0.000007
0.000000;0.000008
0.000000;0.000009
0.000000;0.000010
0.000000;0.000010
0.000000;0.000009
0.000000;0.000008
0.000000;0.000007
0.000000;0.000005
0.000000;0.000003
0.000000;0.000001
Mean
0.000000;0.000002
Std dev
0.000000;0.000151
[***********; 2021/11/5 at 16:2] ;************
Axis 1;Axis 3
0.000000;-0.000006
0.000000;-0.000007
0.000000;-0.000008
0.000000;-0.000009
0.000000;-0.000010
0.000000;-0.000011
0.000000;-0.000011
0.000000;-0.000011
0.000000;-0.000011
0.000000;-0.000011
0.000000;-0.000010
0.000000;-0.000009
0.000000;-0.000008
0.000000;-0.000008
0.000000;-0.000007
0.000000;-0.000006
0.000000;-0.000005
0.000000;-0.000004
0.000000;-0.000004
0.000000;-0.000003
0.000000;-0.000003
0.000000;-0.000002
0.000000;-0.000002
0.000000;-0.000002
0.000000;-0.000002
0.000000;-0.000003
0.000000;-0.000003
0.000000;-0.000004
0.000000;-0.000004
0.000000;-0.000005
0.000000;-0.000006
0.000000;-0.000007
0.000000;-0.000008
0.000000;-0.000009
0.000000;-0.000009
0.000000;-0.000010
0.000000;-0.000010
0.000000;-0.000011
0.000000;-0.000011
0.000000;-0.000011
0.000000;-0.000011
0.000000;-0.000010
0.000000;-0.000009
0.000000;-0.000009
0.000000;-0.000008
0.000000;-0.000006
0.000000;-0.000005
0.000000;-0.000004
0.000000;-0.000003
0.000000;-0.000002
0.000000;-0.000001
0.000000;-0.000001
0.000000;-0.000000
0.000000;-0.000000
0.000000;-0.000000
0.000000;-0.000001
0.000000;-0.000001
0.000000;-0.000002
0.000000;-0.000004
0.000000;-0.000005
0.000000;-0.000006
0.000000;-0.000008
0.000000;-0.000009
0.000000;-0.000011
0.000000;-0.000012
0.000000;-0.000013
0.000000;-0.000014
0.000000;-0.000014
0.000000;-0.000014
0.000000;-0.000014
0.000000;-0.000013
0.000000;-0.000012
0.000000;-0.000011
0.000000;-0.000010
0.000000;-0.000008
0.000000;-0.000006
0.000000;-0.000005
0.000000;-0.000003
0.000000;-0.000001
0.000000;-0.000000
0.000000;0.000001
0.000000;0.000002
0.000000;0.000002
0.000000;0.000002
0.000000;0.000002
0.000000;0.000001
0.000000;0.000000
0.000000;-0.000001
0.000000;-0.000002
0.000000;-0.000004
0.000000;-0.000006
0.000000;-0.000007
0.000000;-0.000009
0.000000;-0.000011
0.000000;-0.000012
0.000000;-0.000013
0.000000;-0.000014
0.000000;-0.000015
0.000000;-0.000015
0.000000;-0.000015
Mean
0.000000;-0.000007
Std dev
0.000000;0.000657
[***********; 2021/11/5 at 16:8] ;************
Axis 1;Axis 3
0.000000;-0.000004
0.000000;-0.000005
0.000000;-0.000005
0.000000;-0.000005
0.000000;-0.000005
0.000000;-0.000004
0.000000;-0.000004
0.000000;-0.000002
0.000000;-0.000001
0.000000;0.000000
0.000000;0.000002
0.000000;0.000003
0.000000;0.000004
0.000000;0.000005
0.000000;0.000006
0.000000;0.000007
0.000000;0.000007
0.000000;0.000007
0.000000;0.000006
0.000000;0.000006
0.000000;0.000005
0.000000;0.000004
0.000000;0.000003
0.000000;0.000001
0.000000;0.000000
0.000000;-0.000001
0.000000;-0.000002
0.000000;-0.000003
0.000000;-0.000003
0.000000;-0.000004
0.000000;-0.000004
0.000000;-0.000004
0.000000;-0.000004
0.000000;-0.000003
0.000000;-0.000003
0.000000;-0.000002
0.000000;-0.000001
0.000000;-0.000000
0.000000;0.000001
0.000000;0.000002
0.000000;0.000002
0.000000;0.000003
0.000000;0.000004
0.000000;0.000005
0.000000;0.000005
0.000000;0.000006
0.000000;0.000006
0.000000;0.000005
0.000000;0.000005
0.000000;0.000005
0.000000;0.000004
0.000000;0.000003
0.000000;0.000002
0.000000;0.000001
0.000000;0.000000
0.000000;-0.000001
0.000000;-0.000002
0.000000;-0.000002
0.000000;-0.000003
0.000000;-0.000004
0.000000;-0.000004
0.000000;-0.000004
0.000000;-0.000004
0.000000;-0.000004
0.000000;-0.000003
0.000000;-0.000002
0.000000;-0.000001
0.000000;-0.000000
