[***********; 2021/11/10 at 11:37] ;************
Axis3
0.000004; 0xcd 
-0.000005; 0xfffffefd 
-0.000004; 0xffffff1e 
0.000007; 0x165 
-0.000007; 0xfffffea7 
-0.000006; 0xfffffeb6 
0.000011; 0x222 
-0.000009; 0xfffffe2d 
-0.000004; 0xffffff35 
0.000008; 0x1ac 
-0.000009; 0xfffffe47 
-0.000002; 0xffffffa8 
0.000006; 0x139 
-0.000008; 0xfffffe52 
-0.000000; 0xfffffff1 
0.000005; 0x114 
-0.000009; 0xfffffe46 
0.000000; 0x14 
0.000003; 0xa6 
-0.000007; 0xfffffe9f 
0.000001; 0x3c 
-0.000001; 0xffffffe5 
-0.000004; 0xffffff38 
0.000000; 0x0 
-0.000001; 0xffffffc8 
-0.000004; 0xffffff3f 
0.000000; 0x16 
-0.000002; 0xffffff9a 
-0.000002; 0xffffff86 
-0.000001; 0xffffffb6 
-0.000001; 0xffffffe1 
-0.000001; 0xffffffd2 
-0.000005; 0xffffff01 
0.000003; 0xb0 
-0.000003; 0xffffff72 
-0.000005; 0xfffffee5 
0.000006; 0x133 
-0.000006; 0xfffffee3 
-0.000004; 0xffffff38 
0.000006; 0x11e 
-0.000007; 0xfffffe9f 
-0.000004; 0xffffff2c 
0.000007; 0x177 
-0.000010; 0xfffffe13 
-0.000003; 0xffffff57 
0.000008; 0x19a 
-0.000010; 0xfffffdff 
-0.000004; 0xffffff44 
0.000008; 0x191 
-0.000008; 0xfffffe6c 
-0.000005; 0xfffffee7 
0.000009; 0x1c2 
-0.000009; 0xfffffe44 
-0.000004; 0xffffff41 
0.000006; 0x131 
-0.000006; 0xfffffec8 
-0.000004; 0xffffff30 
0.000002; 0x6c 
-0.000000; 0xffffffe8 
-0.000008; 0xfffffe60 
0.000001; 0x3e 
0.000003; 0x8f 
-0.000010; 0xfffffe0f 
-0.000000; 0xfffffff1 
0.000005; 0xfc 
-0.000011; 0xfffffdd9 
-0.000000; 0xfffffffe 
0.000005; 0x11a 
-0.000012; 0xfffffda8 
0.000000; 0x19 
0.000005; 0x113 
-0.000011; 0xfffffdcd 
-0.000001; 0xffffffce 
0.000006; 0x11d 
-0.000010; 0xfffffe10 
-0.000003; 0xffffff67 
0.000006; 0x141 
-0.000010; 0xfffffe0e 
-0.000003; 0xffffff6f 
0.000006; 0x135 
-0.000010; 0xfffffe02 
-0.000002; 0xffffff98 
0.000004; 0xd4 
-0.000008; 0xfffffe50 
-0.000002; 0xffffffab 
0.000003; 0x8f 
-0.000007; 0xfffffe91 
-0.000003; 0xffffff6a 
0.000004; 0xd1 
-0.000008; 0xfffffe78 
-0.000004; 0xffffff2f 
0.000005; 0xeb 
-0.000006; 0xfffffec5 
-0.000006; 0xfffffed2 
0.000003; 0xaf 
-0.000003; 0xffffff55 
-0.000008; 0xfffffe5d 
0.000003; 0xb1 
-0.000002; 0xffffffa0 
-0.000009; 0xfffffe1a 
0.000003; 0xa3 
-0.000001; 0xffffffd0 
-0.000010; 0xfffffded 
0.000003; 0x99 
0.000001; 0x26 
-0.000012; 0xfffffd92 
0.000004; 0xc4 
-0.000001; 0xffffffe2 
-0.000009; 0xfffffe1e 
0.000001; 0x4b 
-0.000000; 0xfffffffa 
-0.000008; 0xfffffe4e 
0.000000; 0x4 
-0.000000; 0xfffffff8 
-0.000008; 0xfffffe4c 
0.000001; 0x21 
-0.000002; 0xffffff9e 
-0.000006; 0xfffffec5 
-0.000002; 0xffffff92 
-0.000001; 0xffffffde 
-0.000006; 0xfffffeb3 
-0.000002; 0xffffff9b 
-0.000001; 0xffffffd8 
-0.000006; 0xfffffebf 
-0.000002; 0xffffff97 
-0.000001; 0xffffffc6 
-0.000005; 0xfffffef3 
-0.000004; 0xffffff35 
0.000002; 0x5e 
-0.000008; 0xfffffe63 
-0.000003; 0xffffff68 
0.000003; 0x89 
-0.000009; 0xfffffe1d 
-0.000003; 0xffffff5f 
0.000003; 0x9d 
-0.000009; 0xfffffe45 
-0.000006; 0xfffffebd 
0.000006; 0x13d 
-0.000010; 0xfffffde9 
-0.000005; 0xfffffef6 
0.000005; 0x102 
-0.000011; 0xfffffdd7 
-0.000003; 0xffffff4c 
0.000003; 0xb5 
-0.000011; 0xfffffdda 
-0.000003; 0xffffff5d 
0.000004; 0xcc 
-0.000012; 0xfffffd97 
-0.000001; 0xffffffcd 
0.000000; 0x12 
-0.000008; 0xfffffe51 
-0.000001; 0xffffffcf 
-0.000002; 0xffffff7f 
-0.000007; 0xfffffeaf 
-0.000001; 0xffffffbe 
-0.000004; 0xffffff48 
-0.000005; 0xfffffee6 
-0.000003; 0xffffff68 
-0.000003; 0xffffff78 
-0.000005; 0xffffff14 
-0.000007; 0xfffffe95 
0.000001; 0x3d 
-0.000005; 0xffffff05 
-0.000010; 0xfffffe02 
0.000004; 0xe5 
-0.000005; 0xffffff0e 
-0.000013; 0xfffffd72 
0.000006; 0x14b 
-0.000004; 0xffffff3f 
-0.000014; 0xfffffd13 
0.000007; 0x153 
-0.000003; 0xffffff70 
-0.000015; 0xfffffd0c 
0.000005; 0xf4 
-0.000002; 0xffffff9a 
-0.000013; 0xfffffd72 
0.000002; 0x54 
-0.000002; 0xffffff97 
-0.000010; 0xfffffe11 
-0.000002; 0xffffff97 
-0.000002; 0xffffff87 
-0.000005; 0xfffffef0 
-0.000005; 0xfffffeea 
-0.000004; 0xffffff3c 
-0.000002; 0xffffff93 
-0.000007; 0xfffffeaa 
-0.000005; 0xfffffefb 
-0.000001; 0xffffffd3 
-0.000007; 0xfffffe90 
-0.000003; 0xffffff55 
-0.000003; 0xffffff57 
-0.000007; 0xfffffeae 
-0.000000; 0xfffffff4 
-0.000007; 0xfffffe81 
-0.000005; 0xffffff09 
0.000001; 0x3e 
-0.000011; 0xfffffdcf 
-0.000003; 0xffffff4b 
0.000004; 0xc2 
-0.000016; 0xfffffcda 
-0.000002; 0xffffffa6 
0.000006; 0x130 
-0.000019; 0xfffffc36 
-0.000001; 0xffffffd0 
0.000006; 0x149 
-0.000017; 0xfffffc8f 
-0.000004; 0xffffff25 
0.000007; 0x183 
-0.000015; 0xfffffce3 
-0.000006; 0xfffffee0 
0.000005; 0xec 
-0.000010; 0xfffffe09 
-0.000009; 0xfffffe32 
0.000002; 0x60 
-0.000004; 0xffffff2c 
-0.000012; 0xfffffd9b 
0.000000; 0x0 
0.000000; 0x6 
-0.000013; 0xfffffd4d 
-0.000002; 0xffffffac 
0.000003; 0x94 
-0.000015; 0xfffffced 
-0.000002; 0xffffffaa 
0.000003; 0xa9 
-0.000016; 0xfffffcd3 
-0.000002; 0xffffff9b 
0.000003; 0x91 
-0.000016; 0xfffffcd9 
-0.000002; 0xffffffa7 
0.000002; 0x5b 
-0.000015; 0xfffffcf4 
-0.000000; 0xfffffffb 
-0.000001; 0xffffffce 
-0.000012; 0xfffffd86 
-0.000001; 0xffffffd3 
-0.000001; 0xffffffb6 
-0.000011; 0xfffffdd8 
-0.000003; 0xffffff67 
-0.000000; 0xfffffff0 
-0.000011; 0xfffffdb6 
-0.000002; 0xffffff99 
-0.000003; 0xffffff74 
-0.000010; 0xfffffe12 
-0.000003; 0xffffff4c 
