[***********, 2021/7/30 at 14:5] ,************
Axis1, , Axis3
0.000000000000, 0x0, 9.999929399402, 0x1edaf30f 
0.000000000000, 0x0, 9.999929380084, 0x1edaf30e 
0.000000000000, 0x0, 9.999929495989, 0x1edaf314 
0.000000000000, 0x0, 9.999929438036, 0x1edaf311 
0.000000000000, 0x0, 9.999929399402, 0x1edaf30f 
0.000000000000, 0x0, 9.999929438036, 0x1edaf311 
0.000000000000, 0x0, 9.999929476671, 0x1edaf313 
0.000000000000, 0x0, 9.999929553941, 0x1edaf317 
0.000000000000, 0x0, 9.999929631210, 0x1edaf31b 
0.000000000000, 0x0, 9.999929553941, 0x1edaf317 
0.000000000000, 0x0, 9.999929573258, 0x1edaf318 
0.000000000000, 0x0, 9.999929534623, 0x1edaf316 
0.000000000000, 0x0, 9.999929631210, 0x1edaf31b 
0.000000000000, 0x0, 9.999929573258, 0x1edaf318 
0.000000000000, 0x0, 9.999929553941, 0x1edaf317 
0.000000000000, 0x0, 9.999929553941, 0x1edaf317 
0.000000000000, 0x0, 9.999929553941, 0x1edaf317 
0.000000000000, 0x0, 9.999929553941, 0x1edaf317 
0.000000000000, 0x0, 9.999929476671, 0x1edaf313 
0.000000000000, 0x0, 9.999929573258, 0x1edaf318 
0.000000000000, 0x0, 9.999929495989, 0x1edaf314 
0.000000000000, 0x0, 9.999929476671, 0x1edaf313 
0.000000000000, 0x0, 9.999929438036, 0x1edaf311 
0.000000000000, 0x0, 9.999929476671, 0x1edaf313 
0.000000000000, 0x0, 9.999929418719, 0x1edaf310 
0.000000000000, 0x0, 9.999929438036, 0x1edaf311 
0.000000000000, 0x0, 9.999929438036, 0x1edaf311 
0.000000000000, 0x0, 9.999929341450, 0x1edaf30c 
0.000000000000, 0x0, 9.999929380084, 0x1edaf30e 
0.000000000000, 0x0, 9.999929322132, 0x1edaf30b 
0.000000000000, 0x0, 9.999929360767, 0x1edaf30d 
0.000000000000, 0x0, 9.999929360767, 0x1edaf30d 
0.000000000000, 0x0, 9.999929341450, 0x1edaf30c 
0.000000000000, 0x0, 9.999929360767, 0x1edaf30d 
0.000000000000, 0x0, 9.999929302815, 0x1edaf30a 
0.000000000000, 0x0, 9.999929322132, 0x1edaf30b 
0.000000000000, 0x0, 9.999929302815, 0x1edaf30a 
0.000000000000, 0x0, 9.999929341450, 0x1edaf30c 
0.000000000000, 0x0, 9.999929341450, 0x1edaf30c 
