Axis1; ; Axis3
-0.000010; 0xffffffc0
-0.000014; 0xffffffa5
-0.000018; 0xffffff8b
-0.000022; 0xffffff71
-0.000026; 0xffffff5a
-0.000029; 0xffffff47
-0.000031; 0xffffff36
-0.000034; 0xffffff25
-0.000037; 0xffffff12
-0.000040; 0xfffffefc
-0.000044; 0xfffffee1
-0.000049; 0xfffffec0
-0.000055; 0xfffffe99
-0.000062; 0xfffffe70
-0.000069; 0xfffffe43
-0.000076; 0xfffffe17
-0.000082; 0xfffffdee
-0.000088; 0xfffffdc9
-0.000093; 0xfffffda9
-0.000096; 0xfffffd90
-0.000100; 0xfffffd7b
-0.000102; 0xfffffd6a
-0.000105; 0xfffffd58
-0.000108; 0xfffffd43
-0.000112; 0xfffffd2a
-0.000117; 0xfffffd0b
-0.000122; 0xfffffce8
-0.000128; 0xfffffcc1
-0.000134; 0xfffffc9b
-0.000140; 0xfffffc77
-0.000145; 0xfffffc58
-0.000148; 0xfffffc40
-0.000151; 0xfffffc31
-0.000152; 0xfffffc2a
-0.000152; 0xfffffc2a
-0.000151; 0xfffffc2e
-0.000151; 0xfffffc32
-0.000150; 0xfffffc35
-0.000150; 0xfffffc35
-0.000151; 0xfffffc31
-0.000152; 0xfffffc29
-0.000154; 0xfffffc1e
-0.000155; 0xfffffc15
-0.000156; 0xfffffc0e
-0.000156; 0xfffffc0d
-0.000155; 0xfffffc14
-0.000153; 0xfffffc25
-0.000149; 0xfffffc3c
-0.000144; 0xfffffc5a
-0.000139; 0xfffffc7b
-0.000134; 0xfffffc9b
-0.000130; 0xfffffcb9
-0.000126; 0xfffffcd3
-0.000123; 0xfffffce7
-0.000120; 0xfffffcf8
-0.000118; 0xfffffd05
-0.000116; 0xfffffd12
-0.000113; 0xfffffd23
-0.000110; 0xfffffd39
-0.000106; 0xfffffd55
-0.000100; 0xfffffd79
-0.000093; 0xfffffda4
-0.000086; 0xfffffdd1
-0.000079; 0xfffffe00
-0.000072; 0xfffffe2c
-0.000066; 0xfffffe53
-0.000061; 0xfffffe73
-0.000057; 0xfffffe8c
-0.000055; 0xfffffe9e
-0.000052; 0xfffffead
-0.000051; 0xfffffeb9
-0.000048; 0xfffffec7
-0.000046; 0xfffffed8
-0.000042; 0xfffffeef
-0.000038; 0xffffff0d
-0.000032; 0xffffff30
-0.000026; 0xffffff56
-0.000020; 0xffffff7c
-0.000015; 0xffffff9c
-0.000012; 0xffffffb4
-0.000010; 0xffffffc2
