[***********; 2021/6/24 at 10:31] ;************
Axis3
3.074695; 0x97cb3f5 
3.083246; 0x9837534 
3.082683; 0x983034d 
3.085313; 0x985170c 
3.092741; 0x98af530 
3.092441; 0x98ab883 
3.095144; 0x98cdb04 
3.102527; 0x992b01d 
3.102460; 0x992a28a 
3.104335; 0x9941d9c 
3.110881; 0x9994972 
3.110183; 0x998bc32 
3.112907; 0x99ae304 
3.122538; 0x9a27e9a 
3.123273; 0x9a31324 
3.123994; 0x9a3a4ea 
3.131525; 0x9a997e5 
3.132186; 0x9aa1d9d 
3.133522; 0x9ab2bc1 
3.142060; 0x9b1ea20 
3.142837; 0x9b2875d 
3.142822; 0x9b28442 
3.150399; 0x9b88073 
3.150716; 0x9b8c078 
3.150875; 0x9b8e0b2 
3.160755; 0x9c0aea8 
3.163491; 0x9c2d7ec 
3.162280; 0x9c1e2fd 
3.170373; 0x9c84770 
3.172753; 0x9ca28db 
3.171680; 0x9c94fd1 
3.180429; 0x9d038e4 
3.183763; 0x9d2db23 
3.182124; 0x9d18fbd 
3.189416; 0x9d7523c 
3.192000; 0x9d95ce2 
3.189497; 0x9d76294 
3.198264; 0x9de4f86 
3.204232; 0x9e30647 
3.201566; 0x9e0eb42 
3.208192; 0x9e62715 
3.213918; 0x9eaacfa 
3.211036; 0x9e8661a 
3.217808; 0x9edbf94 
3.224936; 0x9f360ed 
3.222228; 0x9f13d4d 
3.227289; 0x9f53ca4 
3.233206; 0x9f9e927 
3.230201; 0x9f7899b 
3.235579; 0x9fbc90d 
3.244123; 0xa0288be 
3.241900; 0xa00c749 
3.245396; 0xa038a38 
3.253561; 0xa09fd3d 
3.251397; 0xa0847aa 
3.255390; 0xa0b6f1e 
3.264493; 0xa129ff1 
3.262893; 0xa115c4b 
3.265127; 0xa132034 
3.272616; 0xa190a97 
3.270924; 0xa17b46e 
3.273263; 0xa198d43 
3.282757; 0xa210d24 
3.282207; 0xa209dfb 
3.283403; 0xa218fe1 
3.292519; 0xa28c326 
3.292002; 0xa285a91 
3.293196; 0xa294c18 
3.303213; 0xa31359a 
3.303794; 0xa31ab43 
3.303493; 0xa316e3c 
3.311815; 0xa38010c 
3.312269; 0xa385ce1 
3.311822; 0xa38029b 
3.320855; 0xa3f250e 
3.322656; 0xa40915a 
3.322010; 0xa400eac 
3.331345; 0xa476e59 
3.333657; 0xa4941ea 
3.332169; 0xa48150f 
3.341651; 0xa4f9257 
3.345134; 0xa52529f 
3.342720; 0xa506a9b 
3.349973; 0xa562540 
3.353286; 0xa58c330 
3.351292; 0xa572fea 
3.358802; 0xa5d1e80 
3.363344; 0xa60b4f1 
3.361257; 0xa5f0f0c 
3.368767; 0xa64fd8d 
3.374070; 0xa692e11 
3.371584; 0xa67374c 
3.379101; 0xa6d273c 
3.385244; 0xa72017e 
3.382428; 0xa6fc808 
3.387907; 0xa741bf1 
3.393423; 0xa787788 
3.391179; 0xa76b1c7 
3.396757; 0xa7b198a 
3.403731; 0xa809bd8 
3.401897; 0xa7f2904 
3.407223; 0xa835def 
3.413926; 0xa88a97c 
3.411715; 0xa86ea68 
3.417274; 0xa8b4e86 
3.424779; 0xa913c2c 
3.422822; 0xa8fb06b 
3.426530; 0xa929e35 
3.433283; 0xa97f3a6 
3.431651; 0xa96a9a4 
3.436081; 0xa9a2974 
